timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1688774233275,482,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,203,0,77
1688774233275,203,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-10,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,203,0,77
1688774233479,278,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,278,0,181
1688774233758,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,319,0,5,5,null,0,0,0
1688774233275,483,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,203,0,79
1688774233275,203,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-25,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,203,0,79
1688774233479,279,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,279,0,183
1688774233759,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,319,0,5,5,null,0,0,0
1688774233732,412,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,164,0,82
1688774233732,164,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-15,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,164,0,82
1688774233896,248,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,248,0,169
1688774234145,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,318,0,5,5,null,0,0,0
1688774233747,452,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,171,0,83
1688774233760,439,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,158,0,76
1688774233759,440,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,160,0,78
1688774233760,158,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-25,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,158,0,76
1688774233759,160,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-10,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,160,0,78
1688774233747,171,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-20,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,171,0,83
1688774233919,280,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,280,0,194
1688774233919,280,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,280,0,180
1688774233755,444,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,163,0,80
1688774233919,280,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,280,0,191
1688774233755,163,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-5,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,163,0,80
1688774233919,280,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,280,0,194
1688774234201,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,319,0,5,5,null,0,0,0
1688774234201,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,318,0,5,5,null,0,0,0
1688774234201,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,319,0,5,5,null,0,0,0
1688774234201,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,319,0,5,5,null,0,0,0
1688774234146,422,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,153,0,75
1688774234146,153,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-15,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,153,0,75
1688774234299,269,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,269,0,180
1688774234569,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,318,0,5,5,null,0,0,0
1688774234202,417,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,172,0,95
1688774234202,172,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-10,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,172,0,95
1688774234374,245,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,245,0,167
1688774234620,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,319,0,5,5,null,0,0,0
1688774234202,429,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,172,0,96
1688774234202,172,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-25,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,172,0,96
1688774234375,256,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,255,0,173
1688774234631,1,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,319,0,5,5,null,0,0,0
1688774234202,461,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,180,0,96
1688774234202,461,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,180,0,96
1688774234202,180,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-5,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,180,0,96
1688774234202,180,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-20,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,180,0,96
1688774234382,281,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,281,0,191
1688774234382,281,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,281,0,190
1688774234664,1,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,319,0,5,5,null,0,0,0
1688774234664,1,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,318,0,5,5,null,0,0,0
1688774234622,463,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,161,0,80
1688774234622,161,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-10,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,161,0,80
1688774234783,302,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,302,0,213
1688774235086,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,319,0,5,5,null,0,0,0
1688774234570,516,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,158,0,79
1688774234570,158,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-15,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,158,0,79
1688774234729,357,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,357,0,267
1688774235087,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,318,0,5,5,null,0,0,0
1688774234633,464,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,164,0,82
1688774234633,164,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-25,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,164,0,82
1688774234798,299,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,299,0,209
1688774235098,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,319,0,5,5,null,0,0,0
1688774234666,489,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,162,0,81
1688774234666,162,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-20,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,162,0,81
1688774234828,327,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,327,0,251
1688774235156,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,319,0,5,5,null,0,0,0
1688774234666,499,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,170,0,85
1688774234666,170,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-5,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,170,0,85
1688774234836,329,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,329,0,251
1688774235166,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,318,0,5,5,null,0,0,0
1688774235099,518,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,153,0,77
1688774235099,153,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-25,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,153,0,77
1688774235252,365,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,365,0,264
1688774235618,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,319,0,5,5,null,0,0,0
1688774235087,532,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,158,0,79
1688774235087,158,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-10,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,158,0,79
1688774235246,373,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,373,0,270
1688774235620,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,319,0,5,5,null,0,0,0
1688774235088,534,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,161,0,80
1688774235088,161,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-15,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,161,0,80
1688774235249,373,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,373,0,267
1688774235622,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,318,0,5,5,null,0,0,0
1688774235157,547,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,165,0,87
1688774235157,165,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-20,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,165,0,87
1688774235322,382,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,382,0,300
1688774235705,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,319,0,5,5,null,0,0,0
1688774235167,551,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,163,0,82
1688774235167,163,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-5,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,163,0,82
1688774235330,388,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,388,0,297
1688774235719,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,318,0,5,5,null,0,0,0
1688774235620,415,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,171,0,86
1688774235620,171,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-25,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,171,0,86
1688774235792,243,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,243,0,162
1688774236036,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,319,0,5,5,null,0,0,0
1688774235623,414,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,164,0,78
1688774235621,416,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,166,0,82
1688774235621,166,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-10,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,166,0,82
1688774235788,249,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,249,0,166
1688774235623,164,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-15,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,164,0,78
1688774236038,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,319,0,5,5,null,0,0,0
1688774235788,249,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,249,0,167
1688774236038,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,318,0,5,5,null,0,0,0
1688774235720,412,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,154,0,77
1688774235720,155,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-5,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,154,0,77
1688774235875,257,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,257,0,173
1688774236133,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,318,0,5,5,null,0,0,0
1688774235706,434,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,167,0,81
1688774235706,167,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-20,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,167,0,81
1688774235873,267,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,267,0,177
1688774236141,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,319,0,5,5,null,0,0,0
1688774236039,428,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,168,0,92
1688774236039,168,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-10,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,168,0,92
1688774236207,260,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,260,0,176
1688774236467,1,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,319,0,5,5,null,0,0,0
1688774236039,444,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,207,0,92
1688774236039,207,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-15,text,true,,430,161,5,5,http://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,207,0,92
1688774236246,237,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,795,161,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,237,0,159
1688774236484,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,318,0,5,5,null,0,0,0
1688774236037,458,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,1225,322,5,5,https://bookstore.toolsqa.com/BookStore/v1/Book?ISBN=9781449325862,209,0,94
