1688479128929,353,JDBC Request,200,OK,Thread Group 1-1,text,true,,1460,0,2,6,null,349,0,346
1688479129175,107,JDBC Request,200,OK,Thread Group 1-2,text,true,,1460,0,2,6,null,103,0,100
1688479129427,35,JDBC Request,200,OK,Thread Group 1-3,text,true,,1460,0,3,9,null,34,0,34
1688479129009,580,HTTP Request,200,OK,Thread Group 2-1,text,true,,1214,300,3,9,https://demoqa.com/BookStore/v1/Book?ISBN=9781449325862,203,0,111
1688479129009,580,HTTP Request,200,OK,Thread Group 3-1,text,true,,1248,300,3,9,https://demoqa.com/BookStore/v1/Book?ISBN=9781449331818,203,0,111
1688479129009,203,HTTP Request-0,301,Moved Permanently,Thread Group 2-1,text,true,,419,150,3,9,http://demoqa.com/BookStore/v1/Book?ISBN=9781449325862,203,0,111
1688479129009,203,HTTP Request-0,301,Moved Permanently,Thread Group 3-1,text,true,,419,150,3,9,http://demoqa.com/BookStore/v1/Book?ISBN=9781449331818,203,0,111
1688479129214,375,HTTP Request-1,200,OK,Thread Group 2-1,text,true,,795,150,3,9,https://demoqa.com/BookStore/v1/Book?ISBN=9781449325862,375,0,245
1688479129214,375,HTTP Request-1,200,OK,Thread Group 3-1,text,true,,829,150,3,9,https://demoqa.com/BookStore/v1/Book?ISBN=9781449331818,375,0,245
1688479129174,504,HTTP Request,400,Bad Request,Thread Group 2-2,text,false,,742,282,3,10,https://demoqa.com/BookStore/v1/Book?ISBN=isbn,172,0,86
1688479129174,172,HTTP Request-0,301,Moved Permanently,Thread Group 2-2,text,true,,410,141,3,10,http://demoqa.com/BookStore/v1/Book?ISBN=isbn,172,0,86
1688479129346,332,HTTP Request-1,400,Bad Request,Thread Group 2-2,text,false,,332,141,3,10,https://demoqa.com/BookStore/v1/Book?ISBN=isbn,332,0,245
1688479129171,522,HTTP Request,200,OK,Thread Group 3-2,text,true,,1250,300,3,9,https://demoqa.com/BookStore/v1/Book?ISBN=9781449337711,182,0,89
1688479129171,182,HTTP Request-0,301,Moved Permanently,Thread Group 3-2,text,true,,419,150,3,9,http://demoqa.com/BookStore/v1/Book?ISBN=9781449337711,182,0,89
1688479129354,339,HTTP Request-1,200,OK,Thread Group 3-2,text,true,,831,150,3,9,https://demoqa.com/BookStore/v1/Book?ISBN=9781449337711,339,0,240
1688479129668,32,JDBC Request,200,OK,Thread Group 1-4,text,true,,1460,0,4,8,null,31,0,31
1688479129289,578,HTTP Request,200,OK,Thread Group 1-1,text,true,,1214,300,4,8,https://demoqa.com/BookStore/v1/Book?ISBN=9781449325862,297,0,107
1688479129289,297,HTTP Request-0,301,Moved Permanently,Thread Group 1-1,text,true,,419,150,4,8,http://demoqa.com/BookStore/v1/Book?ISBN=9781449325862,297,0,107
1688479129587,280,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,795,150,4,8,https://demoqa.com/BookStore/v1/Book?ISBN=9781449325862,280,0,189
